Rank,Ticker,Chart,hh,hl,trend_structure,trend_score,current_price,high_6m,low_6m,pct_from_6m_high,RVOL,Velocity %,momentum_score,sector,industry,market_cap,rev_growth_pct,earnings_growth_pct,profit_margin_pct,trailing_pe,forward_pe,analyst_rec,short_ratio,fund_score,rvol_score,composite
216,PAG,https://www.tradingview.com/symbols/PAG/,True,True,STRONG UPTREND,10,216.41,227.0,138.91,-4.7,0.96,69.0,1.4,Consumer Cyclical,Auto & Truck Dealerships,14210102272,6.0,-1.7,2.8,15.7,15.0,2.7,8.4,4,2.4,5.1
217,ROK,https://www.tradingview.com/symbols/ROK/,True,True,STRONG UPTREND,8,441.04,497.36,346.46,-11.3,1.71,57.1,1.1,Industrials,Specialty Industrial Machinery,49076264960,7.9,40.4,13.4,41.3,29.8,2.25,4.2,6,4.3,5.1
218,IEX,https://www.tradingview.com/symbols/IEX/,True,True,STRONG UPTREND,10,234.46,243.8,181.76,-3.8,0.71,34.5,1.0,Industrials,Specialty Industrial Machinery,17284366336,6.4,10.9,14.5,33.8,24.7,2.0,3.3,5,1.8,5.1
219,EVT,https://www.tradingview.com/symbols/EVT/,True,True,STRONG UPTREND,10,28.94,29.09,23.16,-0.5,1.07,29.6,1.0,Financial Services,Asset Management,2157268224,-12.7,,754.8,4.5,,,0.4,4,2.7,5.1
220,RBC,https://www.tradingview.com/symbols/RBC/,True,True,STRONG UPTREND,8,567.25,667.69,520.68,-15.0,0.93,16.1,1.0,Industrials,Tools & Accessories,17958705152,19.2,47.5,16.4,55.9,33.6,1.78,2.0,8,2.3,5.1
221,IRM,https://www.tradingview.com/symbols/IRM/,True,True,STRONG UPTREND,8,121.15,134.68,93.61,-10.0,1.28,49.4,1.0,Real Estate,REIT - Specialty,36066697216,18.5,,5.5,85.9,44.4,1.73,4.0,7,3.2,5.1
222,UNH,https://www.tradingview.com/symbols/UNH/,True,True,STRONG UPTREND,8,407.08,461.62,254.52,-11.8,0.72,113.0,2.3,Healthcare,Healthcare Plans,369687396352,0.4,61.5,3.1,30.6,18.1,1.59,2.9,7,1.8,5.1
223,KN,https://www.tradingview.com/symbols/KN/,True,True,STRONG UPTREND,8,39.08,42.93,23.75,-9.0,0.76,104.6,2.1,Technology,Electronic Components,3337835776,14.3,146.6,10.6,46.5,24.2,1.75,4.0,7,1.9,5.1
224,CAT,https://www.tradingview.com/symbols/CAT/,True,True,STRONG UPTREND,8,842.19,1071.47,660.37,-21.4,1.11,61.6,1.2,Industrials,Farm & Heavy Construction Machinery,387133603840,24.0,68.2,14.5,36.3,26.3,2.14,2.1,7,2.8,5.1
225,CRL,https://www.tradingview.com/symbols/CRL/,True,True,STRONG UPTREND,10,267.49,268.0,146.2,-0.2,1.18,79.0,1.6,Healthcare,Diagnostics & Research,12884384768,-2.7,,-6.0,,21.2,1.75,3.6,3,2.9,5.1
226,C,https://www.tradingview.com/symbols/C/,True,True,STRONG UPTREND,8,135.0,147.21,101.02,-8.3,0.81,53.1,1.1,Financial Services,Banks - Diversified,226449014784,14.5,61.0,21.8,14.6,10.5,1.71,0.1,8,2.0,5.1
227,BHE,https://www.tradingview.com/symbols/BHE/,True,True,STRONG UPTREND,8,82.36,100.41,50.5,-18.0,0.58,114.6,2.3,Technology,Electronic Components,2958365696,17.7,1936.6,1.9,56.4,24.9,2.0,2.4,7,1.4,5.1
228,FPS,https://www.tradingview.com/symbols/FPS/,True,True,STRONG UPTREND,8,38.71,66.0,27.27,-41.3,0.81,84.8,1.7,Industrials,Electrical Equipment & Parts,11784441856,103.4,,2.2,1935.5,33.1,,1.2,7,2.0,5.0
229,PFGC,https://www.tradingview.com/symbols/PFGC/,True,True,STRONG UPTREND,10,114.9,117.47,80.82,-2.2,0.84,57.3,1.1,Consumer Defensive,Food Distribution,18049624064,6.4,-27.8,0.5,54.7,20.1,,2.8,4,2.1,5.0
230,NPO,https://www.tradingview.com/symbols/NPO/,True,True,STRONG UPTREND,8,332.98,390.42,233.47,-14.7,0.94,71.9,1.4,Industrials,Specialty Industrial Machinery,7048414208,17.6,1.6,3.6,162.4,30.6,1.33,1.2,7,2.3,5.0
231,OMF,https://www.tradingview.com/symbols/OMF/,True,True,STRONG UPTREND,10,64.95,66.05,44.92,-1.7,0.84,30.8,1.0,Financial Services,Credit Services,7471943168,-2.7,-5.9,25.9,9.8,7.6,1.94,5.0,4,2.1,5.0
232,ACA,https://www.tradingview.com/symbols/ACA/,True,True,STRONG UPTREND,10,144.84,146.87,99.78,-1.4,0.89,62.4,1.2,Industrials,Engineering & Construction,7112629760,-10.6,447.4,16.8,32.3,28.3,2.67,0.9,4,2.2,5.0
233,HIW,https://www.tradingview.com/symbols/HIW/,True,True,STRONG UPTREND,8,31.45,35.44,20.05,-11.3,0.59,104.8,2.1,Real Estate,REIT - Office,3532572672,7.5,400.2,20.1,20.8,44.9,2.8,4.5,7,1.5,5.0
234,DKS,https://www.tradingview.com/symbols/DKS/,True,True,STRONG UPTREND,8,208.84,244.38,184.42,-14.5,1.17,21.7,1.0,Consumer Cyclical,Specialty Retail,18691708928,62.7,9.3,4.7,20.3,12.8,2.0,6.0,7,2.9,5.0
235,AX,https://www.tradingview.com/symbols/AX/,True,True,STRONG UPTREND,8,100.04,105.74,81.03,-5.4,0.78,17.8,1.0,Financial Services,Banks - Regional,5675674112,18.1,12.3,36.0,11.8,9.3,1.43,6.7,8,2.0,5.0
236,OC,https://www.tradingview.com/symbols/OC/,True,True,STRONG UPTREND,10,157.1,159.03,98.3,-1.2,1.0,48.6,1.0,Industrials,Building Products & Equipment,12418547712,0.3,-34.2,-6.8,,13.1,1.75,2.5,4,2.5,5.0
237,AKR,https://www.tradingview.com/symbols/AKR/,True,True,STRONG UPTREND,8,20.65,23.03,18.38,-10.3,1.05,23.8,1.0,Real Estate,REIT - Retail,3010685696,13.4,400.1,13.2,59.0,62.6,1.57,9.7,7,2.6,5.0
238,MAC,https://www.tradingview.com/symbols/MAC/,True,True,STRONG UPTREND,8,24.4,26.68,17.34,-8.5,1.97,76.7,1.5,Real Estate,REIT - Retail,7198740992,0.2,,-16.4,,610.0,2.06,5.1,4,4.9,5.0
239,PBA,https://www.tradingview.com/symbols/PBA/,True,True,STRONG UPTREND,8,47.5,51.58,41.09,-7.9,0.77,34.0,1.0,Energy,Oil & Gas Midstream,27623862272,20.1,26.2,22.4,23.5,21.2,2.06,7.7,8,1.9,5.0
240,RHP,https://www.tradingview.com/symbols/RHP/,True,True,STRONG UPTREND,8,120.84,137.46,87.62,-12.1,1.17,82.4,1.6,Real Estate,REIT - Hotel & Motel,7626124288,13.2,3.5,9.5,31.8,25.5,1.23,2.9,6,2.9,5.0
241,EC,https://www.tradingview.com/symbols/EC/,True,True,STRONG UPTREND,8,16.78,17.75,11.01,-5.5,0.83,70.2,1.4,Energy,Oil & Gas Integrated,34496909312,35.5,234.5,10.2,11.3,9.8,3.64,2.8,7,2.1,5.0
242,AIR,https://www.tradingview.com/symbols/AIR/,True,True,STRONG UPTREND,8,143.06,154.0,99.18,-7.1,0.75,51.7,1.0,Industrials,Aerospace & Defense,5759429632,23.0,32.3,5.7,29.4,21.9,1.71,2.8,8,1.9,5.0
243,SAH,https://www.tradingview.com/symbols/SAH/,True,True,STRONG UPTREND,8,82.44,113.67,53.51,-27.5,1.21,109.2,2.2,Consumer Cyclical,Auto & Truck Dealerships,2606324480,7.6,,1.4,13.1,10.8,2.5,7.7,5,3.0,5.0
244,PARR,https://www.tradingview.com/symbols/PARR/,True,False,UPTREND,6,66.29,87.03,36.6,-23.8,1.39,88.9,1.8,Energy,Oil & Gas Refining & Marketing,3321104384,56.8,699.1,9.9,3.9,6.0,1.57,4.7,9,3.5,5.0
245,LLY,https://www.tradingview.com/symbols/LLY/,True,False,UPTREND,6,1185.71,1249.45,849.05,-5.1,1.24,51.3,1.0,Healthcare,Drug Manufacturers - General,1057346617344,47.7,26.2,33.5,39.8,25.6,1.71,3.3,10,3.1,5.0
246,APLE,https://www.tradingview.com/symbols/APLE/,True,True,STRONG UPTREND,8,16.18,17.28,11.12,-6.4,1.4,97.0,1.9,Real Estate,REIT - Hotel & Motel,3819818240,4.7,4.6,12.2,21.9,22.7,2.64,4.5,5,3.5,5.0
247,ENB,https://www.tradingview.com/symbols/ENB/,True,True,STRONG UPTREND,8,51.28,58.45,48.78,-12.3,1.48,15.3,1.0,Energy,Oil & Gas Midstream,111999901696,97.1,-36.0,7.3,27.9,22.3,2.52,5.9,6,3.7,5.0
248,DCO,https://www.tradingview.com/symbols/DCO/,True,True,STRONG UPTREND,8,197.07,210.39,115.06,-6.3,1.06,92.6,1.9,Industrials,Aerospace & Defense,2975713536,11.0,59.8,-2.5,,38.2,1.4,2.2,6,2.7,5.0
249,STT,https://www.tradingview.com/symbols/STT/,True,True,STRONG UPTREND,10,184.68,192.51,114.81,-4.1,0.67,97.7,2.0,Financial Services,Asset Management,50731917312,-2.8,-24.1,23.0,16.3,12.1,2.06,0.0,3,1.7,4.9
250,BWA,https://www.tradingview.com/symbols/BWA/,True,True,STRONG UPTREND,8,68.42,78.82,50.09,-13.2,0.94,51.9,1.0,Consumer Cyclical,Auto Parts,13934851072,0.3,30.1,2.9,33.7,11.9,1.87,3.5,7,2.3,4.9
251,NSP,https://www.tradingview.com/symbols/NSP/,True,True,STRONG UPTREND,8,52.52,55.9,18.24,-6.0,0.8,185.7,3.7,Industrials,Staffing & Employment Services,2006015744,1.7,,-0.2,,19.5,2.8,4.8,4,2.0,4.9
252,CMI,https://www.tradingview.com/symbols/CMI/,True,True,STRONG UPTREND,8,644.26,737.76,508.45,-12.7,1.32,43.8,1.0,Industrials,Specialty Industrial Machinery,88691720192,9.4,4.7,7.8,32.9,18.6,1.95,2.1,6,3.3,4.9
253,CURB,https://www.tradingview.com/symbols/CURB/,True,True,STRONG UPTREND,8,29.62,32.15,24.68,-7.9,0.97,40.6,1.0,Real Estate,REIT - Retail,3407426304,52.9,-38.6,13.1,109.7,394.9,1.89,11.2,7,2.4,4.9
254,TD,https://www.tradingview.com/symbols/TD/,True,True,STRONG UPTREND,10,121.31,124.87,89.74,-2.9,0.9,66.5,1.3,Financial Services,Banks - Diversified,200410300416,-31.5,-61.2,25.2,20.0,15.8,2.15,3.3,3,2.2,4.9
255,NVO,https://www.tradingview.com/symbols/NVO/,True,True,STRONG UPTREND,8,47.26,52.12,34.58,-9.3,1.68,55.1,1.1,Healthcare,Drug Manufacturers - General,208924655616,2.1,-20.6,35.3,11.7,14.2,2.43,2.8,5,4.2,4.9
256,WLY,https://www.tradingview.com/symbols/WLY/,True,True,STRONG UPTREND,8,52.33,57.45,27.95,-8.9,0.66,117.9,2.4,Communication Services,Publishing,2656289536,1.2,108.4,13.2,12.6,9.9,,5.1,6,1.7,4.9
257,GRDN,https://www.tradingview.com/symbols/GRDN/,True,True,STRONG UPTREND,8,43.83,47.02,30.61,-6.8,0.9,49.1,1.0,Healthcare,Medical Care Facilities,2775343360,2.2,39.0,3.6,52.2,30.8,1.17,5.8,7,2.2,4.9
258,UE,https://www.tradingview.com/symbols/UE/,True,True,STRONG UPTREND,8,21.63,23.92,19.48,-9.6,0.93,32.6,1.0,Real Estate,REIT - Retail,2871561216,5.4,175.5,22.6,25.4,42.7,2.14,3.1,7,2.3,4.9
259,NTST,https://www.tradingview.com/symbols/NTST/,True,True,STRONG UPTREND,8,20.69,22.47,18.27,-7.9,0.54,21.4,1.0,Real Estate,REIT - Retail,2108935424,26.9,52.7,6.3,147.8,50.5,1.5,11.1,8,1.4,4.9
260,WKC,https://www.tradingview.com/symbols/WKC/,True,True,STRONG UPTREND,8,36.43,41.2,21.87,-11.6,1.12,109.5,2.2,Energy,Oil & Gas Refining & Marketing,1863453568,50.3,,-0.4,,14.2,3.67,5.5,5,2.8,4.9
261,SPB,https://www.tradingview.com/symbols/SPB/,True,True,STRONG UPTREND,8,90.13,99.06,68.41,-9.0,1.23,36.6,1.0,Consumer Defensive,Household & Personal Products,2072593024,4.9,2634.3,4.5,17.6,16.7,2.0,9.2,6,3.1,4.9
262,UTI,https://www.tradingview.com/symbols/UTI/,True,True,STRONG UPTREND,8,28.95,51.34,25.14,-43.6,1.7,52.4,1.0,Consumer Defensive,Education & Training Services,1594027008,7.2,-78.9,3.9,47.5,31.1,1.17,4.8,5,4.2,4.9
263,PK,https://www.tradingview.com/symbols/PK/,True,True,STRONG UPTREND,10,14.76,15.48,9.76,-4.7,1.11,90.3,1.8,Real Estate,REIT - Hotel & Motel,2972100864,-1.1,,-8.5,,27.7,2.72,6.5,2,2.8,4.9
264,TFII,https://www.tradingview.com/symbols/TFII/,True,True,STRONG UPTREND,8,140.46,167.14,96.62,-16.0,0.71,74.5,1.5,Industrials,Trucking,11544834048,12.4,41.0,4.1,34.5,17.8,1.63,3.0,7,1.8,4.9
265,RL,https://www.tradingview.com/symbols/RL/,True,True,STRONG UPTREND,8,395.53,420.57,316.46,-6.0,1.21,23.9,1.0,Consumer Cyclical,Apparel Manufacturing,23540500480,14.0,23.9,11.8,24.9,19.0,1.58,4.6,6,3.0,4.9
266,CNC,https://www.tradingview.com/symbols/CNC/,True,True,STRONG UPTREND,8,65.77,69.36,31.63,-5.2,1.09,150.1,3.0,Healthcare,Healthcare Plans,32490049536,4.6,,-2.8,,12.5,2.43,2.6,4,2.7,4.9
267,MSCI,https://www.tradingview.com/symbols/MSCI/,True,True,STRONG UPTREND,8,563.17,644.77,497.32,-12.7,0.84,21.9,1.0,Financial Services,Financial Data & Stock Exchanges,40942456832,12.2,19.6,40.7,30.8,25.0,1.5,1.8,7,2.1,4.9
268,BEN,https://www.tradingview.com/symbols/BEN/,True,True,STRONG UPTREND,8,33.77,36.28,22.03,-6.9,1.09,79.2,1.6,Financial Services,Asset Management,17157756928,14.3,106.7,8.7,23.0,10.7,2.82,4.2,6,2.7,4.9
269,MT,https://www.tradingview.com/symbols/MT/,True,True,STRONG UPTREND,10,73.29,75.66,47.26,-3.1,0.72,39.5,1.0,Basic Materials,Steel,55263719424,5.2,-61.7,2.9,30.8,10.0,2.0,1.3,4,1.8,4.9
270,FR,https://www.tradingview.com/symbols/FR/,True,True,STRONG UPTREND,8,63.63,69.88,55.73,-8.9,0.81,23.1,1.0,Real Estate,REIT - Industrial,8718517248,8.4,39.3,47.9,23.4,34.2,2.0,3.2,7,2.0,4.9
271,VOYA,https://www.tradingview.com/symbols/VOYA/,True,True,STRONG UPTREND,10,101.4,103.85,64.13,-2.4,1.12,91.9,1.8,Financial Services,Financial Conglomerates,9193564160,-4.3,-41.6,7.4,15.3,8.9,2.08,0.0,2,2.8,4.9
272,DTM,https://www.tradingview.com/symbols/DTM/,True,True,STRONG UPTREND,8,131.44,152.0,126.53,-13.5,1.33,16.3,1.0,Energy,Oil & Gas Midstream,13408890880,11.0,4.8,35.7,28.8,26.6,2.33,5.7,6,3.3,4.9
273,FRT,https://www.tradingview.com/symbols/FRT/,True,True,STRONG UPTREND,8,118.69,128.21,100.23,-7.4,1.32,46.1,1.0,Real Estate,REIT - Retail,10375682048,7.2,-45.6,32.7,24.0,38.5,1.95,0.0,6,3.3,4.9
274,EQH,https://www.tradingview.com/symbols/EQH/,True,True,STRONG UPTREND,10,51.52,52.59,34.72,-2.0,1.05,45.5,1.0,Financial Services,Asset Management,14062803968,-29.8,,-8.7,,5.7,1.33,0.0,3,2.6,4.9
275,PRK,https://www.tradingview.com/symbols/PRK/,True,True,STRONG UPTREND,8,203.4,215.0,149.14,-5.4,0.91,39.6,1.0,Financial Services,Banks - Regional,3674249984,25.7,8.8,31.3,18.2,15.4,3.0,5.6,7,2.3,4.9
276,NJR,https://www.tradingview.com/symbols/NJR/,True,True,STRONG UPTREND,8,55.02,60.86,50.54,-9.6,1.34,19.8,1.0,Utilities,Utilities - Regulated Gas,5582766080,16.8,,16.4,15.2,16.0,2.12,4.7,6,3.4,4.9
277,KRG,https://www.tradingview.com/symbols/KRG/,True,True,STRONG UPTREND,8,26.75,29.92,23.57,-10.6,1.68,38.8,1.0,Real Estate,REIT - Retail,5489007104,-8.0,58.0,41.8,16.7,49.5,2.17,4.8,5,4.2,4.9
278,HMN,https://www.tradingview.com/symbols/HMN/,True,True,STRONG UPTREND,8,52.22,55.56,40.91,-6.0,0.9,54.8,1.1,Financial Services,Insurance - Property & Casualty,2108704896,7.7,45.1,10.2,13.1,10.0,1.67,3.3,7,2.2,4.9
279,YPF,https://www.tradingview.com/symbols/YPF/,True,True,STRONG UPTREND,8,49.16,57.49,33.42,-14.5,0.63,72.2,1.4,Energy,Oil & Gas Integrated,19276957696,42.8,,-1.8,,8.6,1.77,3.1,7,1.6,4.9
280,STC,https://www.tradingview.com/symbols/STC/,True,True,STRONG UPTREND,8,68.19,73.73,56.65,-7.5,0.87,10.9,1.0,Financial Services,Insurance - Property & Casualty,2081308928,24.3,7.1,4.1,14.9,9.4,1.75,3.4,7,2.2,4.9
281,HRI,https://www.tradingview.com/symbols/HRI/,True,True,STRONG UPTREND,8,167.9,186.52,88.0,-10.0,0.86,48.3,1.0,Industrials,Rental & Leasing Services,5613139456,20.2,,1.0,98.8,16.6,1.91,3.7,7,2.1,4.9
282,DOC,https://www.tradingview.com/symbols/DOC/,True,True,STRONG UPTREND,8,21.41,22.95,15.47,-6.7,0.91,75.0,1.5,Real Estate,REIT - Healthcare Facilities,15178560512,11.1,68.2,8.2,61.2,-142.7,2.41,3.5,6,2.3,4.8
283,LION,https://www.tradingview.com/symbols/LION/,True,True,STRONG UPTREND,8,12.97,16.7,7.89,-22.3,0.93,116.2,2.3,N/A,N/A,3858457600,,,,,32.9,2.0,,5,2.3,4.8
284,BAM,https://www.tradingview.com/symbols/BAM/,True,False,UPTREND,6,52.49,54.09,41.77,-3.0,1.21,7.2,1.0,Financial Services,Asset Management,83815325696,60.8,47.4,48.9,30.0,24.2,2.28,6.7,9,3.0,4.8
285,RHI,https://www.tradingview.com/symbols/RHI/,True,True,STRONG UPTREND,10,42.74,44.18,21.36,-3.3,0.71,114.7,2.3,Industrials,Staffing & Employment Services,4374944768,-2.4,-36.3,2.2,37.2,21.7,2.91,9.4,2,1.8,4.8
286,SOBO,https://www.tradingview.com/symbols/SOBO/,True,True,STRONG UPTREND,8,35.62,38.94,28.13,-8.5,0.74,46.4,1.0,Energy,Oil & Gas Midstream,7429908992,6.9,39.1,22.7,16.2,18.5,3.05,8.3,7,1.9,4.8
287,STAG,https://www.tradingview.com/symbols/STAG/,True,True,STRONG UPTREND,8,37.3,42.61,35.03,-12.5,1.02,10.3,1.0,Real Estate,REIT - Industrial,7340926464,8.1,3.3,28.1,28.7,42.4,2.5,4.5,6,2.5,4.8
288,FAF,https://www.tradingview.com/symbols/FAF/,True,True,STRONG UPTREND,8,74.22,79.87,55.74,-7.1,0.67,29.9,1.0,Financial Services,Insurance - Specialty,7577862144,15.0,50.4,9.3,10.3,10.0,1.33,6.4,7,1.7,4.8
289,LEA,https://www.tradingview.com/symbols/LEA/,True,True,STRONG UPTREND,8,122.84,150.0,112.5,-18.1,1.4,26.7,1.0,Consumer Cyclical,Auto Parts,8178043904,3.0,23.9,2.3,11.4,7.2,2.44,3.7,5,3.5,4.8
290,SNDR,https://www.tradingview.com/symbols/SNDR/,True,True,STRONG UPTREND,8,35.63,39.24,23.14,-9.2,0.77,88.7,1.8,Industrials,Trucking,6245970944,10.4,40.0,1.9,55.7,20.8,2.44,6.1,6,1.9,4.8
291,TRGP,https://www.tradingview.com/symbols/TRGP/,True,True,STRONG UPTREND,8,256.87,289.68,207.58,-11.3,1.07,43.5,1.0,Energy,Oil & Gas Midstream,55135580160,4.2,24.1,13.5,24.6,21.4,1.52,3.0,6,2.7,4.8
292,BFH,https://www.tradingview.com/symbols/BFH/,True,True,STRONG UPTREND,8,108.32,114.12,68.35,-5.1,0.55,94.4,1.9,Financial Services,Credit Services,4376892928,3.8,21.2,21.4,8.8,8.1,2.18,0.0,6,1.4,4.8
293,PAY,https://www.tradingview.com/symbols/PAY/,True,False,UPTREND,6,38.57,45.31,20.11,-14.9,1.71,37.7,1.0,Technology,Software - Infrastructure,4857491968,28.8,81.8,6.2,58.4,36.0,1.86,2.6,8,4.3,4.8
294,XYZ,https://www.tradingview.com/symbols/XYZ/,True,True,STRONG UPTREND,8,79.0,86.75,48.21,-8.9,1.22,83.4,1.7,Technology,Software - Infrastructure,47462805504,9.3,-83.3,1.4,141.1,15.4,1.53,2.6,5,3.0,4.8
295,PINS,https://www.tradingview.com/symbols/PINS/,True,True,STRONG UPTREND,8,23.68,25.73,13.84,-7.9,1.02,59.9,1.2,Communication Services,Internet Content & Information,13410292736,18.2,,5.5,69.6,10.0,2.08,3.7,6,2.5,4.8
296,CTRE,https://www.tradingview.com/symbols/CTRE/,True,True,STRONG UPTREND,8,41.22,43.62,34.93,-5.5,0.72,15.0,1.0,Real Estate,REIT - Healthcare Facilities,9737823232,3.2,5.0,64.1,26.1,23.7,1.23,7.4,7,1.8,4.8
297,KEY,https://www.tradingview.com/symbols/KEY/,True,True,STRONG UPTREND,8,22.73,24.07,18.55,-5.6,0.69,30.5,1.0,Financial Services,Banks - Regional,24367355904,10.1,25.3,27.5,13.3,10.6,2.05,,7,1.7,4.8
298,JXN,https://www.tradingview.com/symbols/JXN/,True,True,STRONG UPTREND,8,129.96,137.99,99.8,-5.8,1.15,21.6,1.0,Financial Services,Insurance - Life,8802027520,,291.6,1.6,142.8,4.6,2.25,5.4,6,2.9,4.8
299,SKT,https://www.tradingview.com/symbols/SKT/,True,True,STRONG UPTREND,8,39.31,42.21,32.72,-6.9,1.1,39.7,1.0,Real Estate,REIT - Retail,4699192320,11.5,10.8,20.2,36.1,33.3,2.67,4.8,6,2.8,4.8
300,GHC,https://www.tradingview.com/symbols/GHC/,True,True,STRONG UPTREND,8,1185.71,1262.35,1013.06,-6.1,1.0,25.3,1.0,Industrials,Conglomerates,5021396480,7.1,676.5,10.7,9.6,17.7,,5.7,6,2.5,4.8
301,OHI,https://www.tradingview.com/symbols/OHI/,True,True,STRONG UPTREND,8,48.46,51.69,42.29,-6.2,0.75,17.1,1.0,Real Estate,REIT - Healthcare Facilities,15473145856,11.2,161.3,68.1,17.2,23.7,2.4,6.5,7,1.9,4.8
302,WST,https://www.tradingview.com/symbols/WST/,True,True,STRONG UPTREND,8,354.07,385.75,227.17,-8.2,0.64,98.0,2.0,Healthcare,Medical Instruments & Supplies,24917946368,13.8,18.1,17.0,45.3,35.5,1.44,2.9,6,1.6,4.8
303,CLH,https://www.tradingview.com/symbols/CLH/,True,True,STRONG UPTREND,8,308.17,335.94,264.73,-8.3,0.78,15.3,1.0,Industrials,Waste Management,16267447296,11.9,36.4,7.0,37.4,31.0,1.62,2.6,7,2.0,4.8
304,FLG,https://www.tradingview.com/symbols/FLG/,True,True,STRONG UPTREND,8,13.95,15.44,12.06,-9.7,0.75,26.2,1.0,Financial Services,Banks - Regional,5817414656,15.3,,2.4,465.0,10.1,1.94,,7,1.9,4.8
305,EMA,https://www.tradingview.com/symbols/EMA/,True,True,STRONG UPTREND,8,50.82,54.95,47.49,-7.5,1.88,12.2,1.0,Utilities,Utilities - Regulated Electric,15545837568,5.1,-5.6,12.0,21.8,19.6,2.73,15.1,4,4.7,4.8
306,ADM,https://www.tradingview.com/symbols/ADM/,True,True,STRONG UPTREND,8,76.59,88.46,64.58,-13.4,1.2,46.2,1.0,Consumer Defensive,Farm Products,36913283072,7.2,315.6,2.2,20.9,13.5,3.0,4.7,6,3.0,4.8
307,ROG,https://www.tradingview.com/symbols/ROG/,True,True,STRONG UPTREND,8,134.49,169.0,97.06,-20.4,0.76,74.2,1.5,Technology,Electronic Components,2403112704,6.9,,3.7,80.1,30.2,1.33,1.5,6,1.9,4.8
308,BOH,https://www.tradingview.com/symbols/BOH/,True,True,STRONG UPTREND,8,79.28,86.31,69.74,-8.1,0.78,21.0,1.0,Financial Services,Banks - Regional,3127627264,12.9,38.7,31.4,14.7,11.9,3.0,0.1,7,2.0,4.8
309,GTY,https://www.tradingview.com/symbols/GTY/,True,True,STRONG UPTREND,8,33.39,36.83,29.69,-9.3,0.67,19.5,1.0,Real Estate,REIT - Retail,2067932800,5.4,33.3,42.7,20.2,17.0,2.38,13.6,7,1.7,4.8
310,ONTO,https://www.tradingview.com/symbols/ONTO/,True,True,STRONG UPTREND,8,308.3,386.46,175.49,-20.2,1.01,87.7,1.8,Technology,Semiconductor Equipment & Materials,15335941120,9.5,-48.5,10.3,143.4,31.0,1.2,1.8,5,2.5,4.8
311,TNET,https://www.tradingview.com/symbols/TNET/,True,True,STRONG UPTREND,8,68.5,73.08,33.15,-6.3,1.32,116.2,2.3,Industrials,Staffing & Employment Services,3144474368,-4.4,49.4,3.6,18.2,14.0,2.57,4.1,4,3.3,4.8
312,PLGO,https://www.tradingview.com/symbols/PLGO/,True,True,STRONG UPTREND,10,25.03,26.34,17.8,-5.0,0.73,73.8,1.5,Financial Services,Insurance - Diversified,2139984000,-7.3,,15.3,6.9,6.2,,6.9,3,1.8,4.8
313,SHO,https://www.tradingview.com/symbols/SHO/,True,True,STRONG UPTREND,8,11.08,11.98,8.7,-7.5,0.96,68.6,1.4,Real Estate,REIT - Hotel & Motel,2064107136,6.7,366.7,5.3,100.7,55.4,2.42,0.0,6,2.4,4.8
314,VIRT,https://www.tradingview.com/symbols/VIRT/,True,True,STRONG UPTREND,8,55.85,68.02,36.61,-17.9,0.88,104.2,2.1,Financial Services,Capital Markets,4931592704,29.1,-1.2,16.9,9.3,8.1,2.57,3.4,5,2.2,4.8
315,HLIO,https://www.tradingview.com/symbols/HLIO/,True,True,STRONG UPTREND,8,83.39,94.91,61.85,-12.1,0.77,50.6,1.0,Industrials,Specialty Industrial Machinery,2755735808,16.8,169.1,7.0,45.8,24.8,,2.3,7,1.9,4.8
316,PBI,https://www.tradingview.com/symbols/PBI/,True,True,STRONG UPTREND,8,17.42,19.07,9.63,-8.7,0.81,148.8,3.0,Industrials,Integrated Freight & Logistics,2388111360,-2.3,115.8,10.0,14.2,9.6,2.8,0.0,4,2.0,4.8
317,UNP,https://www.tradingview.com/symbols/UNP/,True,True,STRONG UPTREND,8,293.13,315.99,230.52,-7.2,0.78,35.0,1.0,Industrials,Railroads,174141358080,11.5,6.6,28.8,23.7,20.7,1.8,10.7,7,2.0,4.8
318,MGM,https://www.tradingview.com/symbols/MGM/,True,True,STRONG UPTREND,8,44.47,51.59,33.45,-13.8,0.75,70.2,1.4,Consumer Cyclical,Resorts & Casinos,11377704960,1.0,519.4,2.4,27.0,21.8,2.41,6.1,6,1.9,4.7
319,KNX,https://www.tradingview.com/symbols/KNX/,True,True,STRONG UPTREND,8,70.02,82.86,51.51,-15.5,0.66,71.0,1.4,Industrials,Trucking,11396174848,12.6,23.8,0.6,259.3,17.5,1.55,2.2,6,1.7,4.7
320,WRBY,https://www.tradingview.com/symbols/WRBY/,True,True,STRONG UPTREND,8,26.46,30.93,19.8,-14.5,1.31,40.9,1.0,Healthcare,Medical Instruments & Supplies,3247044864,8.3,-9.6,0.2,2646.0,44.6,1.71,4.9,5,3.3,4.7
321,XHR,https://www.tradingview.com/symbols/XHR/,True,True,STRONG UPTREND,8,19.41,22.06,13.89,-12.0,0.91,85.3,1.7,Real Estate,REIT - Hotel & Motel,1920197888,2.8,,-0.7,,30.6,1.67,4.2,5,2.3,4.7
322,PM,https://www.tradingview.com/symbols/PM/,True,True,STRONG UPTREND,8,189.57,207.76,150.38,-8.8,0.98,23.1,1.0,Consumer Defensive,Tobacco,295466336256,10.4,-7.5,25.6,26.0,20.7,1.75,3.2,6,2.5,4.7
